% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=524703, Sat Jul 15 22:32:39 2023
1 11 0.4630207420112071 1.0000458343836967 1.0 1.0 1.0000041666753472 1.0000083333680556 1.0000125000781253 1.0000166668055563 1.0000208335503487 1.0000250003125026 1.000029167092018 1.0000333338888951 1.0000375007031337 1.0000416675347343 1.0000458343836967
2 22 0.4187257393210152 1.0529658911954787 0.9242043658324688 0.9242043658324688 0.9591694238397858 0.9619578530944746 0.9789277175488511 0.9961817537980713 1.0000186839977958 1.000027253666473 1.0006959884449151 1.0051374146618757 1.0110201041976705 1.013858687987643 1.0529658911954787
3 33 0.3778386569049186 1.0534024955664696 0.8966733957483727 0.8966733957483727 0.920194302003224 0.9412389668634105 0.9655749138442924 0.9783445887549131 0.9931397725086952 0.9946166111036719 1.002949516005102 1.0157599364921983 1.0165404525625663 1.0352423430362463 1.0534024955664696
4 44 0.3495310181073358 1.0551300580588128 0.8793125723954283 0.8793125723954283 0.8872130390499762 0.9333559590592531 0.9489737103980322 0.9686723321415287 0.9776765087859738 0.9812124624882815 0.9969829307451384 1.011285814202498 1.0245600118221894 1.03575013221857 1.0551300580588128
5 55 0.3167272400089391 1.071145783776708 0.8637232227415336 0.8637232227415336 0.8764476103830463 0.9091000968982256 0.9329630649477659 0.947909612380169 0.9630465512237467 0.9842964881608947 0.9975242827058214 1.0044759481325316 1.02122145501581 1.0352407961463763 1.071145783776708
6 66 0.2854307596171857 1.0776465901487715 0.8443252896940924 0.8443252896940924 0.8556659240707871 0.8985376497986401 0.9063519689265636 0.9459532669931202 0.9557730080400532 0.9788312525845018 0.984361490420943 1.0121641816927311 1.0274422141008035 1.0414837086567137 1.0776465901487715
7 77 0.28761856087019955 1.0596287652508314 0.8192848269612124 0.8192848269612124 0.8635684037555221 0.8805872802360413 0.904415895836601 0.9340984921865523 0.9422112642291213 0.9778965368141501 0.9822108219784785 1.0087661879026026 1.010788013885904 1.0382294116210669 1.0596287652508314
8 88 0.28171545307922097 1.057733613379909 0.8047981871354047 0.8047981871354047 0.8405214599810581 0.8721244115981416 0.9078651908083561 0.9388254450052173 0.9564592027147693 0.9754864283626645 0.9807959627037881 0.99727501572524 1.0379447298601558 1.052557589421336 1.057733613379909
9 99 0.2690232789402472 1.0918192351337341 0.7967983907753595 0.7967983907753595 0.8172809921594051 0.8658400834715329 0.9131218505862966 0.9271105790701079 0.9571310638867441 0.9585894500556761 0.9679707303167985 0.992462401747002 1.02806381379113 1.0589792119763726 1.0918192351337341
10 110 0.24983415091827194 1.0810870694668255 0.7940088355929388 0.7940088355929388 0.8027186638504709 0.8414299314382772 0.9050362402527006 0.925421419089169 0.9393210285950736 0.9565064925289308 0.9652163596432064 1.0018145450348848 1.0223592082988617 1.0592195714689563 1.0810870694668255
11 121 0.23018901854282947 1.0838566569900234 0.7849237146677238 0.7849237146677238 0.7939516123349946 0.8284451462827999 0.8910715749101036 0.9078037015403753 0.9229487147086963 0.9474868710673412 0.9550324151370336 0.9885241484542299 1.0217060204732122 1.0690197676574262 1.0838566569900234
12 132 0.22059783201272387 1.0793233433865956 0.7818810115495527 0.7818810115495527 0.7862870607176174 0.8246119449389872 0.88336377955933 0.9030776223169821 0.9245138877242727 0.9348356554331184 0.9377688956720026 0.9778826479787391 1.0207819671582723 1.071042161991379 1.0793233433865956
13 143 0.2116020131704756 1.0935661028579087 0.7630288397377991 0.7630288397377991 0.7854644209071667 0.8183938462095618 0.8750205504062512 0.8931949742132864 0.9174016684837518 0.9296633792927319 0.9416515249052846 0.9804686906911463 1.0195076462436374 1.071362473090923 1.0935661028579087
